Column1,Column2,Column3,Column4,Column5,Column6,Checked
84886455040,ruhig,Ich möchte ein ruhiges Zimmer.,quiet,I would like a quiet room.,,
84886455041,der Saft,Möchtest du einen Apfelsaft?,juice,Would you like an apple juice?,,
84886455042,sagen,"Sag mal, wie geht es dir denn?",to say / tell,"Tell me, how’s it going?",,
84886455043,der Salat,Wie schmeckt dir der Salat?,salad,How does the salad taste?,,
84886455044,das Salz,"Entschuldigung, kann ich bitte das Salz haben?",salt,"Excuse me, can I have the salt please?",,
84886455045,"Satz, -ä, e",Dieser Satz ist sehr einfach.,sentence,This sentence is very simple.,,
84886455046,die S-Bahn,Ich nehme lieber die S-Bahn.,commuter train,I prefer to take the commuter train.,,
84886455047,der Schalter,Gehen Sie bitte zum Schalter drei!,counter,Please go to counter 3!,,
84886455048,scheinen,Die Sonne scheint.,to shine,The sun is shining.,,
84886455049,schicken,Bitte schicken Sie mir eine E-Mail.,to send,Please send me an email.,,
84886455050,"das Schild, -er",Haben Sie nicht das Schild gesehen?,sign,Did you not see the sign?,,
84886455051,"der Schinken, –",Ich möchte gern ein Schinkenbrot.,ham,I would like a ham roll.,,
84886455052,schlafen,Ich schlafe meistens acht Stunden.,to sleep,I usually sleep for eight hours.,,
84886455053,schlecht,Mir ist schlecht!,sick,I am sick.,NB: ill,
84886455054,schlecht,Sie sehen schlecht aus.,bad,You look bad.,,
84886455055,schlecht,Wir haben schlechtes Wetter.,bad,We have bad weather.,,
84886455056,schließen,"Bitte, schließen Sie die Tür.",to close,Please close the door.,,
84886455057,geschlossen,Die Bank hat am Samstag geschlossen.,closed,The bank is closed on Saturday.,,
84886455058,der Schluss,Ich muss jetzt Schluss machen.,…,I need to finish/wrap up now.,,
84886455059,der Schluss,Zum Schluss gibt er uns allen die Hand.,end,"At the end, he shakes everyone’s hand.",,
84886455060,"der Schlüssel, –",Ich gebe Ihnen noch den Zimmerschlüssel.,key,I’ll give you the room key as well.,,
84886455061,schmecken,Schmeckt das gut?,to taste,Does that taste good?,,
84886455062,schnell,Er fährt schnell.,quick / fast,He drives fast.,,
84886455063,schon,Ist das Essen schon fertig?,already,Is the food done already?,,
84886455064,schön,Schönen Urlaub!,lovely,Have a lovely holiday!,,
84886455065,schön,Das ist sehr schön.,beautiful,That is very beautiful.,,
84886455066,"der Schrank, -ä, e",Die Gläser stehen im Schrank.,cupboard,The glasses are in the cupboard.,,
84886455067,schreiben,Er schreibt jeden Tag fünfzig E-Mails.,to write,He writes fifty emails a day.,,
84886455068,"der Schuh, -e",Zieh die Schuhe aus!,shoe,Take your shoes off!,,
84886455069,die Schule,Meine Tochter geht schon in die Schule.,school,My daughter is already going to school.,,
84886455070,die Schule,Die Schule ist gleich hier um die Ecke.,school,The school is right around the corner.,,
84886455071,"der Schüler, –",In meinem Kurs sind acht Schülerinnen und fünf Schüler.,pupil,In my course there are 7 female pupils and 5 male pupils.,,
84886455072,schwer,Ist Ihr Gepäck sehr schwer?,heavy,Is your luggage very heavy?,,
84886455073,schwer,Das ist eine schwere Arbeit.,difficult,That is a very difficult job.,,
84886455074,"die Schwester, -n",Meine Schwester kommt am Dienstag.,sister,My sister is coming on Tuesday.,,
84886455075,schwimmen,Ich schwimme jeden Tag einen Kilometer.,to swim,I swim a kilometre every day.,,
84886455076,das Schwimmbad,Kommst du mit ins Schwimmbad?,swimming pool,Are you coming to the swimming pool with us?,,
84886455077,der See,"Komm, wir fahren zum Starnberger See.",lake,"Come, we’re going to Starnberg lake.",,
84886455078,sehen,Ich kann dich nicht sehen.,to see,I can’t see you.,,
84886455079,sehen,Ich habe diesen Jungen schon einmal gesehen.,to see,I have seen this boy before.,,
84886455080,"die Sehenswürdigkeit, -en",Welche Sehenswürdigkeiten gibt es in Frankfurt?,sights/attractions,Which sights are there to see in Frankfurt?,,
84886455081,sehr,Danke sehr!,very,Thank you very much!,,
84886455082,sehr,Das ist sehr schwer.,very,That is very heavy.,alt: That is very difficult.,
84886455083,sein,Herr Müller ist in seinem Zimmer.,his,Mr Müller is in his room.,,
84886455084,sein,Mir ist kalt.,to be,I'm cold.,,
84886455085,sein,Ich bin dreiundzwanzig.,to be,I am twenty three.,,
84886455086,an sein,Das Licht ist noch an.,to be on,The light is still on.,,
84886455087,auf sein,Das Fenster ist noch auf.,to be open,The window is still open.,,
84886455088,weg sein,Herr Meier ist schon weg.,to be gone,Mr Meier is already gone.,,
84886455089,zu sein,Die Tür ist zu.,to be closed,The door is closed.,,
84886455090,seit,Ich wohne seit drei Jahren in Köln.,for (an amount of time),I have lived in Cologne for three years.,,
84886455091,selbstständig,Er ist selbstständig.,independent,He is independent.,,
84886455092,sich,Sie müssen sich erst anmelden.,yourself,You must register yourself first.,,
84886455093,sie,Wie heißt sie?,she,What is she called?,,
84886455094,Sie,"Wie heißen Sie, bitte?",you (polite),"What is your name, please?",,
84886455095,sitzen,Wo sitzen Sie?,to sit,Where are you sitting?,,
84886455096,so,Sie müssen das so machen!,like this,You must do it like this!,,
84886455097,so,Fahren Sie bitte nicht so schnell!,so,Please don’t drive so fast!,,
84886455098,so,Meine Frau ist so groß wie ich.,as,My wife is as tall as me.,,
84886455099,so,"So, das war's/wär's!",so,"So, that's it!",,
84886455100,das Sofa,Das Sofa ist neu.,sofa,The sofa is new.,,
84886455101,sofort,Bitte antworten Sie sofort.,immediately,Please answer immediately.,,
84886455102,"der Sohn, -ö, e","Das ist Hans, mein Sohn.",son,"That is Hans, my son.",,
84886455103,sollen,Soll ich kommen?,should,Should I come?,,
84886455104,sollen,Was soll ich mitbringen?,should,What should I bring with me?,,
84886455105,die Sonne,Die Sonne scheint.,sun,The sun is shining.,,
84886455106,spät,"Es ist schon spät, ich muss gehen.",late,"It is already late, I need to go.",,
84886455107,später,Das können wir später machen.,later,We can do that later.,,
84886455108,die Speisekarte,"Bringen Sie mir die Speisekarte, bitte.",menu,"Bring me the menu, please.",,
84886455109,spielen,Die Kinder spielen draußen.,to play,The children are playing outside.,,
84886455110,spielen,Spielen Sie Karten?,to play,Do you play cards?,,
84886455111,der Sport,Ich mache viel Sport.,sport,I do a lot of sport.,,
84886455112,"die Sprache, -n",Welche Sprachen sprichst du?,language,Which languages do you speak?,,
84886455113,sprechen,Kann ich (mit) Herrn Klein sprechen?,to speak,Can I speak with Mr Klein?,,
84886455114,"die Stadt, -ä, e",Heidelberg ist eine alte Stadt.,town / city,Heidelberg is an old town.,,
84886455115,stehen,"Ich glaube es nicht, aber es steht in der Zeitung.",to be (written),"I don’t believe it, but it says so in the paper.",,
84886455116,stehen,Der Bus steht schon an der Haltestelle.,to be (located),The bus is already at the stop.,,
84886455117,"die Stelle, -n",Ich habe eine neue Stelle.,job / position,I have a new job.,,
84886455118,stellen,Stell die Tasche rechts in die Ecke!,to put,Put your bag on the right in the corner.,,
84886455119,der Stock,Unsere Wohnung liegt im ersten Stock.,floor (of a building),Our flat is on the first floor.,,
84886455120,"die Straße, -n",In welcher Straße wohnen Sie?,street,Which street do you live on?,,
84886455121,die Straßenbahn,Wo fährt die Straßenbahn ab?,tram,From where does the tram depart?,,
84886455122,studieren,Ich studiere in Mainz.,to study,I study in Mainz.,,
84886455123,das Studium,Das Studium beginnt im Oktober.,degree course,The degree course begins in October.,,
84886455124,"der Student, -en",Ich bin Studentin.,student,I am a student.,NB: female,
84886455125,"die Stunde, -n",Ich bin in einer Stunde zurück.,hour,I will be back in an hour.,,
84886455126,suchen,Suchst du etwas?,to look / search for,Are you looking for something?,,
84886455127,tanzen,Tanzen Sie gern?,to dance,Do you like to dance?,,
84886455128,"die Tasche, -n",Ich habe die Schlüssel in der Tasche.,bag,I have the key in the bag.,,
84886455129,"das Taxi, -s",Es gibt heute keinen Bus mehr. Er fährt mit dem Taxi.,taxi,There are no more buses today. He is travelling by taxi.,,
84886455130,der Tee,Ich trinke morgens immer Tee.,tea,I always drink tea in the morning.,,
84886455131,"der Teil, -e",Lies bitte auch den zweiten Teil.,part,Please also read the second part.,,
84886455132,telefonieren,Darf ich mal telefonieren?,to telephone,May I make a phone call?,,
84886455133,das Telefon,Haben Sie ein Telefon?,telephone,Do you have a telephone?,,
84886455134,"der Termin, -e",Am besten machen wir sofort einen Termin.,appointment,It's best to make an appointment immediately.,,
84886455135,der Test,Der Test war einfach.,test,The test was simple.,,
84886455136,teuer,Das ist mir zu teuer.,expensive,That is too expensive for me.,,
84886455137,"der Text, -e",Lesen Sie bitte diesen Text.,text,Please read this text.,,
84886455138,das Thema,Wir sprechen heute über das Thema „Essen und Trinken“.,topic,Today we are talking about the topic “Food and Drink”.,,
84886455139,"das Ticket, -s",Wie viel kostet das Ticket?,ticket,How much does the ticket cost?,,
84886455140,"der Tisch, -e",Die Fotos liegen auf dem Tisch.,table,The photos are on the table.,,
84886455141,"die Tochter, -ö",Das ist meine Tochter Katharina.,daughter,That is my daughter Katharina.,,
84886455142,"die Toilette, -en","Wo ist die Toilette, bitte?",toilet,"Where is the toilet, please?",,
84886455143,"die Tomate, -n",Die Tomate ist noch grün.,tomato,The tomato is still green.,,
84886455144,tot,Sein Vater ist schon lange tot.,dead,His father has been dead for a long time.,,
84886455145,(sich) treffen,Ich treffe in der Stadt einen Kollegen.,to meet,I am meeting a colleague in town.,NB: male,
84886455146,(sich) treffen,Wir treffen uns immer freitags.,to meet,We always meet on Fridays.,,
84886455147,"die Treppe, -n",Die Toilette? Die Treppe hoch und dann links.,stairs,The toilet? Up the stairs and then left.,,
84886455148,trinken,Möchtest du etwas trinken?,to drink,Would you like something to drink?,,
84886455149,tschüss,Junge Leute sagen meistens „tschüss!“ und nicht „auf Wiedersehen“.,...,Young people mostly say “tschüss!” and not “auf Wiedersehen”.,,
84886455150,tun,Ich habe noch etwas zu tun.,to do,I still have something to do.,,
84886455151,tun,Was tut Ihr Mann?,to do,What does your husband do?,NB: very broad question,
84886455152,über,Gehen Sie hier über die Straße.,across,Go across the street here.,,
84886455153,über,Er wohnt im zweiten Stock über Familie Meier.,above,He lives on the second floor above the Meier family.,,
84886455154,über,Sind Sie über 18?,over,Are you over 18?,,
84886455155,übernachten,Du kannst bei mir übernachten.,to stay overnight,You can stay at mine overnight.,,
84886455156,überweisen,Sie können das Geld auch überweisen.,to transfer,You can also transfer the money.,,
84886455157,die Uhr,Es ist vier Uhr.,o'clock / am / pm,It is four o’clock.,,
84886455158,um,Er kommt um sieben Uhr.,at,He is coming at seven o’clock.,,
84886455159,um,Da kommt er gerade um die Ecke.,around,Here he comes around the corner now.,,
84886455160,umziehen,Nächsten Monat ziehen wir um.,to move (residence),Next month we are moving.,,
84886455161,und,Peter und Helmut sind meine Söhne.,and,Peter and Helmut are my sons.,,
84886455162,unser-,Das ist unsere Lehrerin.,our,That is our teacher.,NB: female,
84886455163,unten,Er wohnt ganz unten im Haus.,at the bottom,He lives right at the bottom of the house.,,
84886455164,unter,Unter uns wohnt eine Familie mit drei Kindern.,below,Below us lives a family with three children.,,
84886455165,der Unterricht,Wir haben Unterricht von 8:00 bis 12:00 Uhr.,class,We have classes from 8 am until 12 pm.,,
84886455166,unterschreiben,Wo muss ich unterschreiben?,to sign,Where do I need to sign?,,
84886455167,die Unterschrift,Hier fehlt noch Ihre Unterschrift.,signature,Your signature is missing here.,,
84886455168,der Urlaub,Ich nehme im September Urlaub.,holiday,I’m taking holiday in September.,,
84886455169,"der Vater, -ä",Mein Vater ist Arbeiter.,father,My father is a worker.,,
84886455170,verboten,Hier ist Rauchen verboten.,forbidden,Smoking is forbidden here.,,
84886455171,verdienen,Ich verdiene 1.500 Euro im Monat.,to earn,"I earn 1,500 euros per month.",,
84886455172,der Verein,Es gibt einen neuen Sportverein in der Stadt.,club,There is a new sports club in the town.,,
84886455173,verheiratet,Ich bin verheiratet und habe drei Kinder.,married,I am married and have three children.,,
84886455174,verkaufen,Er verkauft sein altes Auto.,to sell,He is selling his old car.,,
84886455175,"der Verkäufer, –",Meine Mutter ist Verkäuferin im Kaufhaus.,salesperson,My mother is a saleswoman in a department store.,,
84886455176,vermieten,Die Wohnung ist schon vermietet.,to rent out,The flat is already rented out.,,
84886455177,der Vermieter,Unser Vermieter heißt Huber. Er wohnt auch hier.,landlord,"Out landlord is called Huber. He lives here, too.",,
84886455178,verstehen,Können Sie mich verstehen?,to understand,Can you understand me?,,
84886455179,"der Verwandte, -n",Peter besucht seine Verwandten in Polen.,relative,Peter visits his relatives in Poland.,,
84886455180,viel,Hier regnet es viel.,a lot,It rains a lot here.,,
84886455181,vielleicht,Ich komme vielleicht mit dem Bus.,perhaps / may(be),I may come by bus.,,
84886455182,von,Das Auto von Felix ist kaputt.,"of (possessive “s"")",Felix’s car is broken.,,
84886455183,von,Er kommt gerade von Köln/von zu Hause.,from,He’s coming from Cologne/home now.,,
84886455184,vor,Der Termin war vor einer Stunde.,ago,The appointment was an hour ago.,,
84886455185,vor,Das Auto steht vor der Tür.,in front of,The car is in front of the door.,,
84886455186,"der Vorname, -n","Ich heiße Müller, mein Vorname ist Eva.",first name,"I’m called Müller, my first name is Eva.",,
84886455187,die Vorsicht,Vorsicht! Da kommt ein Auto.,…,Careful! There’s a car coming.,,
84886455188,die Vorsicht,Er arbeitet mit Vorsicht.,attention,He works with caution.,,
84886455189,(sich) vorstellen,Wir wollen uns kennenlernen. Können Sie sich bitte vorstellen?,to introduce,We would like to get to know each other. Can you introduce yourself?,,
84886455190,die Vorwahl,Wie ist die Vorwahl von München?,area code,What is the area code for Munich?,,
84886455191,wandern,Wir wandern um den Chiemsee.,to hike,We are hiking around the Chiem lake.,,
84886455192,wann,Wann bist du fertig?,when,When will you be finished?,,
84886455193,wann,Wann kann ich Sie anrufen?,when,When can I call you?,,
84886455194,wann,Wann sind Sie geboren?,when,When were you born?,,
84886455195,warten,Können Sie ein paar Minuten warten?,to wait,Can you wait a few minutes?,,
84886455196,warten,Auf wen warten Sie?,to wait,Who are you waiting for?,,
84886455197,warum,Warum kommt er nicht?,why,Why isn’t he coming?,,
84886455198,was,Was ist das?,what,What is that?,,
84886455199,was,Was möchten Sie?,what,What would you like?,,
84886455200,was für ein,Was für eine Farbe möchten Sie?,what kind of,What colour would you like?,,
84886455201,(sich) waschen,Wo kann ich mir die Hände waschen?,to wash,Where can I wash my hands?,,
84886455202,(sich) waschen,Ich muss morgen waschen.,to wash,I need to do laundry tomorrow.,,
84886455203,das Wasser,"Ein Glas Wasser, bitte.",water,"A glass of water, please.",,
84886455204,weh tun,Ich muss zum Arzt. Mein Bein tut weh.,to hurt,I need to go to the doctor. My leg hurts.,,
84886455205,weiblich,Kreuzen Sie bitte an: „weiblich“ oder „männlich“.,female,Please tick “female” or “male”.,,
84886455206,der Wein,"Nein danke, ich möchte keinen Wein.",wine,"No thank you, I don’t want any wine.",,
84886455207,weit,Zum Bahnhof ist es nicht weit.,far,It is not far to the station.,,
84886455208,weiter,Der Bus fährt nicht weiter.,further,The bus doesn’t go any further.,,
84886455209,welch-,Welches Buch möchtest du?,which,Which book would you like?,,
84886455210,die Welt,Es gibt viele Probleme auf der Welt.,world,There are many problems in the world.,,
84886455211,wenig,Ich habe leider nur wenig verstanden.,little / not very much,Unfortunately I didn't understand very much.,,
84886455212,wenig,Er verdient wenig.,little,He earns little.,,
84886455213,wer,Wer ist das?,who,Who is that?,,
84886455214,werden,Mein Sohn will Arzt werden.,to become,My son wants to become a doctor.,,
84886455215,das Wetter,Wir hatten schlechtes Wetter.,weather,We had bad weather.,,
84886455216,wichtig,Dieses Formular ist sehr wichtig.,important,This form is very important.,,
84886455217,wie,Wie heißt du?,what,What are you called?,,
84886455218,wie,Er schreibt wie ein Kind.,like,He writes like a child.,,
84886455219,wie,Meine Frau ist so groß wie ich.,as,My wife is as tall as me.,,
84886455220,wie,Wie soll ich das machen?,how,How should I do that?,,
84886455221,wie,Wie groß ist die Wohnung?,how,How big is the flat?,,
84886455222,wie,Wie bitte?,…,Pardon?,,
84886455223,wie,Wie lange bist du schon hier?,how,How long have you been here already?,,
84886455224,wiederholen,Können Sie das bitte wiederholen?,to repeat,"Can you repeat that, please?",,
84886455225,das Wiederhören,Wir müssen jetzt Schluss machen. Also auf Wiederhören!,…,"We have to wrap up. Right, goodbye!",NB: used on the telephone,
84886455226,das Wiedersehen,Auf Wiedersehen!,…,Goodbye!,lit: “until we see each other again”,
84886455227,wie viel,Wie viel Milch nehmen Sie?,how much,How much milk do you take?,,
84886455228,willkommen,Herzlich willkommen!,…,Welcome!,,
84886455229,der Wind,Der Wind kommt aus Osten.,wind,The wind is coming from the east.,,
84886455230,wir,Wir lernen Deutsch.,we,We are learning German.,,
84886455231,wissen,"Weißt du, wie er heißt?",to know,Do you now what he is called?,,
84886455232,wo,Wo waren Sie im Urlaub?,where,Where were you on holiday?,,
84886455233,wo,Wo ist die Post?,where,Where is the post office?,,
84886455234,wo,Wo sind Sie geboren?,where,Where were you born?,,
84886455235,woher,Woher kommen Sie?,from where,Where do you come from?,,
84886455236,wohin,Wohin fährt dieser Bus?,to where,Where does this bus go?,,
84886455237,wohin,Wohin wollen Sie am Wochenende?,to where,Where do you want to go this weekend?,,
84886455238,wohnen,Ich wohne in München.,to live,I live in Munich.,,
84886455239,"die Wohnung, -en",Seit wann haben Sie diese Wohnung?,flat,How long have you had this flat?,NB: for how long...?,
84886455240,wollen,Wollen Sie einen Kaffee trinken?,to want,Do you want to get a coffee?,,
84886455241,"das Wort, -ö, er/-e",Ich kenne das Wort nicht.,word,I don’t know that word.,,
84886455242,wunderbar,Das Essen schmeckt wunderbar.,wonderful,The food tastes wonderful.,,
84886455243,zahlen,"Wir möchten zahlen, bitte!",to pay,"We’d like to pay, please!",,
84886455244,die Zeit,Ich habe heute keine Zeit.,time,I have no time today,,
84886455245,zurzeit,Zurzeit habe ich sehr viel zu tun.,at the moment,I have a lot to do at the moment.,,
84886455246,"die Zeitung, -en",Ich lese gern Zeitung.,newspaper,I like to read the newspaper.,,
84886455247,"die Zigarette, -n",Wie teuer sind die Zigaretten?,cigarette,How expensive are the cigarettes?,,
84886455248,"das Zimmer, –",Das Zimmer ist groß.,room,The room is large.,,
84886455249,"das Zimmer, –","Öffne im Schlafzimmer das Fenster, bitte!",room,"Open the window in the bedroom, please!",,
84886455250,"das Zimmer, –",Die Wohnung hat drei Zimmer.,room,The flat has three rooms.,,
84886455251,"das Zimmer, –",Ich habe ein Zimmer bestellt.,room,I have booked a room.,,
84886455252,der Zoll,Wir müssen noch durch den Zoll.,customs,We still need to go through customs.,,
84886455253,zu,Der Bus fährt zum Bahnhof.,to,The bus goes to the station.,,
84886455254,zu,Ich gehe zu Fuß.,by,I will go by foot.,,
84886455255,zu,Ich bin zu Hause.,at,I am at home.,,
84886455256,zufrieden,Ich bin mit der Wohnung zufrieden.,happy,I am happy with the flat.,,
84886455257,"der Zug, -ü, e",Ich fahre gern mit dem Zug.,train,I like to travel by train.,,
84886455258,zurück,Einmal Frankfurt und zurück.,return,A return to Frankfurt.,,
84886455259,zurück,Wann kommst du zurück?,back,When are you coming back?,,
84886455260,zusammen,Sollen wir zusammen essen gehen?,together,Should we go out to eat together?,,
84886455261,zusammen,Das macht zusammen 2 Euro 80.,together,Together that comes to 2 euros 80.,,
84886455262,zwischen,Heidelberg liegt zwischen Frankfurt und Stuttgart.,between,Heidelberg is located between Frankfurt and Stuttgart.,,
84886455263,zwischen,Zwischen 8 und 10 Uhr bin ich zu Hause.,between,I’m at home between 8 and 10 o’clock.,,
84887177160,eins,,one,,,
84887177161,zwei,,two,,,
84887177162,drei,,three,,,
84887177163,vier,,four,,,
84887177164,fünf,,five,,,
84887177165,sechs,,six,,,
84887177166,sieben,,seven,,,
84887177167,acht,,eight,,,
84887177168,neun,,nine,,,
84887177169,zehn,,ten,,,
84887177170,elf,,eleven,,,
84887177171,zwölf,,twelve,,,
84887177172,dreizehn,,thirteen,,,
84887177173,vierzehn,,fourteen,,,
84887177174,fünfzehn,,fifteen,,,
84887177175,sechzehn,,sixteen,,,
84887177176,siebzehn,,seventeen,,,
84887177177,achtzehn,,eighteen,,,
84887177178,neunzehn,,nineteen,,,
84887177179,zwanzig,,twenty,,,
84887177180,einundzwanzig,,twenty one,,,
84887177181,dreißig,,thirty,,,
84887177182,vierzig,,fourty,,,
84887177183,fünfzig,,fifty,,,
84887177184,sechzig,,sixty,,,
84887177185,siebzig,,seventy,,,
84887177186,achtzig,,eighty,,,
84887177187,neunzig,,ninety,,,
84887177188,(ein)hundert,,(one) hundred,,,
84887177189,hunderteins,,one hundred and one,,,
84887177190,zweihundert,,two hundred,,,
84887177191,(ein)tausend,,(one) thousand,,,
84887177192,"eine Million, -en",,one million,,,
84887177193,"eine Milliarde, -en",,one billion,,,
84887177194,erste,,first,,,
84887177195,zweite,,second,,,
84887177196,dritte,,third,,,
84887177197,vierte,,fourth,,,
84887177198,null Uhr drei,,time: 00:03,,,
84887177199,sieben Uhr fünfzehn,,time: 07:15,,,
84887177200,dreizehn Uhr siebzehn,,time: 13:17,,,
84887177201,vierundzwanzig Uhr,,time: 24:00,,,
84887177202,"die Sekunde, -n",,second,,,
84887177203,"die Minute, -n",,minute,,,
84887177204,"die Stunde, -n",,hour,,,
84887177205,"der Tag, -e",,day,,,
84887177206,"die Woche, -e",,week,,,
84887177207,"das Jahr, -e",,year,,,
84887177208,ein Uhr,,one o'clock,,,
84887177209,fünf Minuten vor/nach eins (ein Uhr),,five to/past one (one o’clock),,,
84887177210,Viertel vor/nach zwei (zwei Uhr),,quarter to/past two (two o’clock),,,
84887177211,halb drei,,half past two,,,
84887177212,ein halb; halb,,one half; half,,,
84887177213,ein Viertel; Viertel,,one quarter; quarter,,,
84887177214,neunzehnhundertneunundneunzig,,nineteen ninety nine,,,
84887177215,zweitausendvierzehn,,two thousand and fourteen,,,
84887177216,"der Wochentag, -e",,weekday,,,
84887177217,der Sonntag,,Sunday,,,
84887177218,der Montag,,Monday,,,
84887177219,der Dienstag,,Tuesday,,,
84887177220,der Mittwoch,,Wednesday,,,
84887177221,der Donnerstag,,Thursday,,,
84887177222,der Freitag,,Friday,,,
84887177223,der Samstag/Sonnabend,,Saturday,,Sonnabend is outmoded.,
84887177224,das Wochenende,,weekend,,,
84887177225,am Wochenende,,at the weekend,,,
84887177226,der Tag,,day,,,
84887177227,der Morgen,,morning,,,
84887177228,"der Vormittag,-e",,morning,,,
84887177229,der Mittag,,midday,,,
84887177230,"der Nachmittag,-e",,afternoon,,,
84887177231,"der Abend,-e",,evening,,,
84887177232,"die Nacht,¨-e",,night,,,
84887177233,der Januar,,January,,,
84887177234,der Februar,,February,,,
84887177235,der März,,March,,,
84887177236,der April,,April,,,
84887177237,der Mai,,May,,,
84887177238,der Juni,,June,,,
84887177239,der Juli,,July,,,
84887177240,der August,,August,,,
84887177241,der September,,September,,,
84887177242,der Oktober,,October,,,
84887177243,der November,,November,,,
84887177244,der Dezember,,December,,,
84887177245,der Frühling/das Frühjahr,,spring,,,
84887177246,der Sommer,,summer,,,
84887177247,der Herbst,,autumn,,,
84887177248,der Winter,,winter,,,
84887177249,ein Meter,,one metre,,,
84887177250,ein Zentimeter,,one centimetre,,,
84887177251,ein Meter fünfzehn,,one metre fifteen,,,
84887177252,zweihundert Kilometer,,two hundred kilometres,,,
84887177253,ein Quadratmeter,,one square metre,,,
84887177254,ein Grad unter Null/minus ein Grad,,one degree below zero/minus one degree,,,
84887177255,vier Grad über Null/plus vier Grad,,four degrees above zero/plus four degrees,,,
84887177256,ein Prozent,,one percent,,,
84887177257,ein Liter,,one litre,,,
84887177258,ein Gramm,,one gram,,,
84887177259,ein Pfund,,one pound,,,
84887177260,ein Kilo(gramm),,one kilo(gram),,,
84887177261,schwarz,,black,,,
84887177262,grau,,grey,,,
84887177263,blau,,blue,,,
84887177264,grün,,green,,,
84887177265,weiß,,white,,,
84887177266,rot,,red,,,
84887177267,gelb,,yellow,,,
84887177268,braun,,brown,,,
84887177269,der Norden,,north,,,
84887177270,der Süden,,south,,,
84887177271,der Westen,,west,,,
84887177272,der Osten,,east,,,
86187263997,(sich) waschen,Ich wasche mich morgens.,to wash,I wash in the morning.,,
87762765053,"die Nummer, -n",Sie haben Zimmer Nummer zwölf.,number,You have room number twelve.,,
